[0.013s][info][class,load] opened: H:\60-ApplicationDevelopmentTools\_OpenJDK\jdk-11.0.2+9\lib\modules
[0.270s][info][class,load] org.apache.log4j.xml.DOMConfigurator$ParseAction source: file:/D:/13_DEVLOPM/504-EnSup/IT-Master-2-Semestre-1/INJECTION-DEPENDANCE/ANNOTATIONS/dependency-injection-1/target/lib/log4j-1.2.17.jar
[0.270s][info][class,load] javax.xml.parsers.FactoryConfigurationError source: jrt:/java.xml
[0.270s][info][class,load] org.xml.sax.ErrorHandler source: jrt:/java.xml
[0.270s][info][class,load] org.xml.sax.EntityResolver source: jrt:/java.xml
[0.270s][info][class,load] javax.xml.parsers.DocumentBuilder source: jrt:/java.xml
[0.271s][info][class,load] org.apache.log4j.xml.DOMConfigurator$2 source: file:/D:/13_DEVLOPM/504-EnSup/IT-Master-2-Semestre-1/INJECTION-DEPENDANCE/ANNOTATIONS/dependency-injection-1/target/lib/log4j-1.2.17.jar
[0.271s][info][class,load] javax.xml.parsers.DocumentBuilderFactory source: jrt:/java.xml
[0.272s][info][class,load] javax.xml.parsers.FactoryFinder source: jrt:/java.xml
[0.272s][info][class,load] jdk.xml.internal.SecuritySupport source: jrt:/java.xml
[0.272s][info][class,load] jdk.xml.internal.SecuritySupport$$Lambda$8/0x0000000100063840 source: jdk.xml.internal.SecuritySupport
[0.273s][info][class,load] javax.xml.parsers.FactoryFinder$$Lambda$9/0x0000000100063c40 source: javax.xml.parsers.FactoryFinder
[0.273s][info][class,load] java.lang.invoke.StringConcatFactory source: jrt:/java.base
[0.273s][info][class,load] java.lang.invoke.StringConcatFactory$Strategy source: jrt:/java.base
[0.274s][info][class,load] java.lang.invoke.MethodHandleImpl$AsVarargsCollector source: jrt:/java.base
[0.274s][info][class,load] java.lang.invoke.StringConcatFactory$1 source: jrt:/java.base
[0.275s][info][class,load] java.lang.invoke.StringConcatFactory$Mode source: jrt:/java.base
[0.275s][info][class,load] java.lang.invoke.StringConcatFactory$Recipe source: jrt:/java.base
[0.275s][info][class,load] java.lang.invoke.StringConcatFactory$RecipeElement source: jrt:/java.base
[0.275s][info][class,load] java.lang.invoke.StringConcatFactory$MethodHandleInlineCopyStrategy source: jrt:/java.base
[0.275s][info][class,load] java.lang.invoke.StringConcatFactory$MethodHandleInlineCopyStrategy$1 source: jrt:/java.base
[0.275s][info][class,load] java.lang.invoke.StringConcatFactory$MethodHandleInlineCopyStrategy$2 source: jrt:/java.base
[0.275s][info][class,load] java.lang.invoke.StringConcatFactory$MethodHandleInlineCopyStrategy$3 source: jrt:/java.base
[0.276s][info][class,load] java.lang.StringConcatHelper source: jrt:/java.base
[0.277s][info][class,load] java.lang.invoke.StringConcatFactory$Stringifiers source: jrt:/java.base
[0.277s][info][class,load] java.lang.ClassValue source: jrt:/java.base
[0.277s][info][class,load] java.lang.invoke.StringConcatFactory$Stringifiers$StringifierMost source: jrt:/java.base
[0.277s][info][class,load] java.lang.ClassValue$Entry source: jrt:/java.base
[0.277s][info][class,load] java.lang.ClassValue$Identity source: jrt:/java.base
[0.277s][info][class,load] java.lang.ClassValue$Version source: jrt:/java.base
[0.277s][info][class,load] java.lang.invoke.StringConcatFactory$Stringifiers$StringifierAny source: jrt:/java.base
[0.278s][info][class,load] java.lang.ClassValue$ClassValueMap source: jrt:/java.base
[0.279s][info][class,load] java.lang.invoke.LambdaForm$MH/0x0000000100063040 source: java.lang.invoke.LambdaForm
[0.279s][info][class,load] java.lang.invoke.LambdaForm$MH/0x0000000100063440 source: java.lang.invoke.LambdaForm
[0.280s][info][class,load] java.lang.invoke.BoundMethodHandle$Species_LL source: jrt:/java.base
[0.281s][info][class,load] java.lang.invoke.LambdaForm$MH/0x0000000100062840 source: java.lang.invoke.LambdaForm
[0.281s][info][class,load] java.lang.invoke.LambdaForm$MH/0x0000000100062c40 source: java.lang.invoke.LambdaForm
[0.281s][info][class,load] java.lang.invoke.BoundMethodHandle$Species_LLL source: jrt:/java.base
[0.282s][info][class,load] java.lang.invoke.LambdaForm$MH/0x0000000100062040 source: java.lang.invoke.LambdaForm
[0.283s][info][class,load] java.lang.invoke.LambdaForm$MH/0x0000000100062440 source: java.lang.invoke.LambdaForm
[0.284s][info][class,load] java.lang.invoke.LambdaForm$MH/0x00000001000a0040 source: java.lang.invoke.LambdaForm
[0.284s][info][class,load] java.lang.invoke.BoundMethodHandle$Species_LLLL source: jrt:/java.base
[0.285s][info][class,load] java.lang.invoke.LambdaForm$MH/0x00000001000a0440 source: java.lang.invoke.LambdaForm
[0.286s][info][class,load] java.lang.invoke.LambdaForm$MH/0x00000001000a0840 source: java.lang.invoke.LambdaForm
[0.286s][info][class,load] java.lang.invoke.BoundMethodHandle$Species_LLLLL source: jrt:/java.base
[0.287s][info][class,load] java.lang.invoke.LambdaForm$MH/0x00000001000a0c40 source: java.lang.invoke.LambdaForm
[0.288s][info][class,load] java.lang.invoke.LambdaForm$MH/0x00000001000a1040 source: java.lang.invoke.LambdaForm
[0.288s][info][class,load] java.lang.invoke.BoundMethodHandle$Species_LLLLLL source: jrt:/java.base
[0.289s][info][class,load] java.lang.invoke.LambdaForm$MH/0x00000001000a1440 source: java.lang.invoke.LambdaForm
[0.290s][info][class,load] java.lang.invoke.BoundMethodHandle$Species_LLLLLLL source: jrt:/java.base
[0.291s][info][class,load] java.lang.invoke.LambdaForm$MH/0x00000001000a1840 source: java.lang.invoke.LambdaForm
[0.292s][info][class,load] java.lang.invoke.LambdaForm$MH/0x00000001000a1c40 source: java.lang.invoke.LambdaForm
[0.292s][info][class,load] java.lang.invoke.BoundMethodHandle$Species_LLLLLLLL source: jrt:/java.base
[0.294s][info][class,load] java.lang.invoke.LambdaForm$MH/0x00000001000a2040 source: java.lang.invoke.LambdaForm
[0.294s][info][class,load] java.lang.invoke.BoundMethodHandle$Species_LLLLLLLLL source: jrt:/java.base
[0.296s][info][class,load] java.lang.invoke.LambdaForm$MH/0x00000001000a2440 source: java.lang.invoke.LambdaForm
[0.297s][info][class,load] java.lang.invoke.LambdaForm$MH/0x00000001000a2840 source: java.lang.invoke.LambdaForm
[0.297s][info][class,load] java.lang.invoke.BoundMethodHandle$Species_LLLLLLLLLL source: jrt:/java.base
[0.299s][info][class,load] java.lang.invoke.LambdaForm$MH/0x00000001000a2c40 source: java.lang.invoke.LambdaForm
[0.299s][info][class,load] java.lang.invoke.BoundMethodHandle$Species_LLLLLLLLLLL source: jrt:/java.base
[0.301s][info][class,load] java.lang.invoke.LambdaForm$MH/0x00000001000a3040 source: java.lang.invoke.LambdaForm
[0.302s][info][class,load] java.lang.invoke.LambdaForm$MH/0x00000001000a3440 source: java.lang.invoke.LambdaForm
[0.303s][info][class,load] java.lang.invoke.BoundMethodHandle$Species_LLLLLLLLLLLL source: jrt:/java.base
[0.303s][info][class,load] java.lang.IncompatibleClassChangeError source: jrt:/java.base
[0.303s][info][class,load] java.lang.NoSuchMethodError source: jrt:/java.base
[0.303s][info][class,load] sun.reflect.misc.ReflectUtil source: jrt:/java.base
[0.304s][info][class,load] java.lang.invoke.LambdaForm$DMH/0x00000001000a3840 source: java.lang.invoke.LambdaForm
[0.305s][info][class,load] java.lang.invoke.LambdaForm$MH/0x00000001000a3c40 source: java.lang.invoke.LambdaForm
[0.306s][info][class,load] java.lang.invoke.BoundMethodHandle$Species_LLLLLLLLLLLLL source: jrt:/java.base
[0.306s][info][class,load] java.lang.invoke.LambdaForm$DMH/0x00000001000a4040 source: java.lang.invoke.LambdaForm
[0.308s][info][class,load] java.lang.invoke.LambdaForm$MH/0x00000001000a4440 source: java.lang.invoke.LambdaForm
[0.308s][info][class,load] java.lang.Byte$ByteCache source: jrt:/java.base
[0.309s][info][class,load] java.lang.invoke.LambdaForm$DMH/0x00000001000a4840 source: java.lang.invoke.LambdaForm
[0.309s][info][class,load] java.lang.invoke.LambdaForm$BMH/0x00000001000a4c40 source: java.lang.invoke.LambdaForm
[0.309s][info][class,load] java.lang.invoke.MethodHandles$1 source: jrt:/java.base
[0.309s][info][class,load] java.lang.invoke.BoundMethodHandle$Species_LI source: jrt:/java.base
[0.310s][info][class,load] java.lang.invoke.LambdaForm$DMH/0x00000001000a5040 source: java.lang.invoke.LambdaForm
[0.311s][info][class,load] java.lang.invoke.LambdaForm$MH/0x00000001000a5440 source: java.lang.invoke.LambdaForm
[0.311s][info][class,load] sun.invoke.util.ValueConversions$WrapperCache source: jrt:/java.base
[0.311s][info][class,load] java.lang.invoke.ClassSpecializer$Factory$1Var source: jrt:/java.base
[0.312s][info][class,load] java.util.Collections$UnmodifiableList source: jrt:/java.base
[0.312s][info][class,load] java.util.Collections$UnmodifiableRandomAccessList source: jrt:/java.base
[0.313s][info][class,load] java.lang.invoke.BoundMethodHandle$Species_LII source: __JVM_DefineClass__
[0.314s][info][class,load] java.lang.invoke.LambdaForm$DMH/0x00000001000a5840 source: java.lang.invoke.LambdaForm
[0.314s][info][class,load] java.lang.invoke.LambdaForm$MH/0x00000001000a5c40 source: java.lang.invoke.LambdaForm
[0.316s][info][class,load] java.lang.invoke.BoundMethodHandle$Species_LIIL source: __JVM_DefineClass__
[0.316s][info][class,load] java.lang.invoke.LambdaForm$DMH/0x00000001000a6040 source: java.lang.invoke.LambdaForm
[0.317s][info][class,load] java.lang.invoke.LambdaForm$MH/0x00000001000a6440 source: java.lang.invoke.LambdaForm
[0.319s][info][class,load] java.lang.invoke.BoundMethodHandle$Species_LIILL source: __JVM_DefineClass__
[0.319s][info][class,load] java.lang.invoke.LambdaForm$DMH/0x00000001000a6840 source: java.lang.invoke.LambdaForm
[0.320s][info][class,load] java.lang.invoke.LambdaForm$MH/0x00000001000a6c40 source: java.lang.invoke.LambdaForm
[0.321s][info][class,load] java.lang.invoke.BoundMethodHandle$Species_LIILLL source: __JVM_DefineClass__
[0.322s][info][class,load] java.lang.invoke.LambdaForm$DMH/0x00000001000a7040 source: java.lang.invoke.LambdaForm
[0.323s][info][class,load] java.lang.invoke.LambdaForm$MH/0x00000001000a7440 source: java.lang.invoke.LambdaForm
[0.324s][info][class,load] jdk.xml.internal.SecuritySupport$$Lambda$10/0x00000001000a7840 source: jdk.xml.internal.SecuritySupport
[0.324s][info][class,load] javax.xml.parsers.FactoryFinder$1 source: jrt:/java.xml
[0.324s][info][class,load] java.util.ServiceLoader source: jrt:/java.base
[0.324s][info][class,load] java.util.ServiceLoader$ModuleServicesLookupIterator source: jrt:/java.base
[0.325s][info][class,load] java.util.Spliterators source: jrt:/java.base
[0.325s][info][class,load] java.util.Spliterator source: jrt:/java.base
[0.325s][info][class,load] java.util.Spliterators$EmptySpliterator source: jrt:/java.base
[0.325s][info][class,load] java.util.Spliterators$EmptySpliterator$OfRef source: jrt:/java.base
[0.325s][info][class,load] java.util.Spliterator$OfPrimitive source: jrt:/java.base
[0.325s][info][class,load] java.util.Spliterator$OfInt source: jrt:/java.base
[0.325s][info][class,load] java.util.Spliterators$EmptySpliterator$OfInt source: jrt:/java.base
[0.326s][info][class,load] java.util.Spliterator$OfLong source: jrt:/java.base
[0.326s][info][class,load] java.util.Spliterators$EmptySpliterator$OfLong source: jrt:/java.base
[0.326s][info][class,load] java.util.Spliterator$OfDouble source: jrt:/java.base
[0.326s][info][class,load] java.util.Spliterators$EmptySpliterator$OfDouble source: jrt:/java.base
[0.326s][info][class,load] java.util.Spliterators$ArraySpliterator source: jrt:/java.base
[0.326s][info][class,load] java.util.stream.StreamSupport source: jrt:/java.base
[0.327s][info][class,load] java.util.stream.BaseStream source: jrt:/java.base
[0.327s][info][class,load] java.util.stream.Stream source: jrt:/java.base
[0.327s][info][class,load] java.util.stream.PipelineHelper source: jrt:/java.base
[0.327s][info][class,load] java.util.stream.AbstractPipeline source: jrt:/java.base
[0.327s][info][class,load] java.util.stream.ReferencePipeline source: jrt:/java.base
[0.327s][info][class,load] java.util.stream.ReferencePipeline$Head source: jrt:/java.base
[0.328s][info][class,load] java.util.stream.StreamOpFlag source: jrt:/java.base
[0.328s][info][class,load] java.util.stream.StreamOpFlag$Type source: jrt:/java.base
[0.328s][info][class,load] java.util.stream.StreamOpFlag$MaskBuilder source: jrt:/java.base
[0.328s][info][class,load] java.util.EnumMap source: jrt:/java.base
[0.328s][info][class,load] java.util.EnumMap$1 source: jrt:/java.base
[0.329s][info][class,load] java.util.Spliterators$1Adapter source: jrt:/java.base
[0.329s][info][class,load] java.lang.ModuleLayer$$Lambda$11/0x00000001000a7c40 source: java.lang.ModuleLayer
[0.330s][info][class,load] java.util.Collections$EmptyIterator source: jrt:/java.base
[0.330s][info][class,load] java.util.ServiceLoader$LazyClassPathLookupIterator source: jrt:/java.base
[0.330s][info][class,load] java.util.ServiceLoader$2 source: jrt:/java.base
[0.330s][info][class,load] java.util.ServiceLoader$3 source: jrt:/java.base
[0.331s][info][class,load] java.util.Collections$EmptyEnumeration source: jrt:/java.base
[0.331s][info][class,load] jdk.internal.loader.BuiltinClassLoader$1 source: jrt:/java.base
[0.332s][info][class,load] java.lang.CompoundEnumeration source: jrt:/java.base
[0.332s][info][class,load] jdk.internal.loader.URLClassPath$1 source: jrt:/java.base
[0.333s][info][class,load] javax.xml.parsers.FactoryFinder$$Lambda$12/0x00000001000b0040 source: javax.xml.parsers.FactoryFinder
[0.333s][info][class,load] jdk.xml.internal.SecuritySupport$$Lambda$13/0x00000001000b0440 source: jdk.xml.internal.SecuritySupport
[0.333s][info][class,load] com.sun.org.apache.xerces.internal.jaxp.DocumentBuilderFactoryImpl source: jrt:/java.xml
[0.334s][info][class,load] javax.xml.parsers.FactoryFinder$$Lambda$14/0x00000001000b0840 source: javax.xml.parsers.FactoryFinder
[0.334s][info][class,load] com.sun.org.apache.xerces.internal.jaxp.JAXPConstants source: jrt:/java.xml
[0.334s][info][class,load] com.sun.org.apache.xerces.internal.jaxp.DocumentBuilderImpl source: jrt:/java.xml
[0.335s][info][class,load] com.sun.org.apache.xerces.internal.xni.XMLDocumentHandler source: jrt:/java.xml
[0.335s][info][class,load] com.sun.org.apache.xerces.internal.xni.XMLDTDHandler source: jrt:/java.xml
[0.335s][info][class,load] com.sun.org.apache.xerces.internal.xni.XMLDTDContentModelHandler source: jrt:/java.xml
[0.335s][info][class,load] com.sun.org.apache.xerces.internal.parsers.XMLParser source: jrt:/java.xml
[0.336s][info][class,load] com.sun.org.apache.xerces.internal.parsers.AbstractXMLDocumentParser source: jrt:/java.xml
[0.336s][info][class,load] com.sun.org.apache.xerces.internal.parsers.AbstractDOMParser source: jrt:/java.xml
[0.336s][info][class,load] com.sun.org.apache.xerces.internal.parsers.DOMParser source: jrt:/java.xml
[0.336s][info][class,load] com.sun.org.apache.xerces.internal.xni.parser.XMLComponentManager source: jrt:/java.xml
[0.336s][info][class,load] com.sun.org.apache.xerces.internal.xni.parser.XMLParserConfiguration source: jrt:/java.xml
[0.336s][info][class,load] com.sun.org.apache.xerces.internal.xni.parser.XMLPullParserConfiguration source: jrt:/java.xml
[0.336s][info][class,load] com.sun.org.apache.xerces.internal.parsers.XML11Configurable source: jrt:/java.xml
[0.337s][info][class,load] com.sun.org.apache.xerces.internal.util.ParserConfigurationSettings source: jrt:/java.xml
[0.337s][info][class,load] com.sun.org.apache.xerces.internal.parsers.XML11Configuration source: jrt:/java.xml
[0.337s][info][class,load] com.sun.org.apache.xerces.internal.parsers.XIncludeAwareParserConfiguration source: jrt:/java.xml
[0.338s][info][class,load] jdk.xml.internal.JdkXmlUtils source: jrt:/java.xml
[0.338s][info][class,load] javax.xml.catalog.CatalogFeatures$Feature source: jrt:/java.xml
[0.339s][info][class,load] jdk.xml.internal.SecuritySupport$$Lambda$15/0x00000001000b0c40 source: jdk.xml.internal.SecuritySupport
[0.339s][info][class,load] javax.xml.parsers.SAXParserFactory source: jrt:/java.xml
[0.339s][info][class,load] com.sun.org.apache.xerces.internal.jaxp.SAXParserFactoryImpl source: jrt:/java.xml
[0.340s][info][class,load] com.sun.org.apache.xerces.internal.util.SymbolTable source: jrt:/java.xml
[0.340s][info][class,load] com.sun.org.apache.xerces.internal.util.SymbolTable$Entry source: jrt:/java.xml
[0.340s][info][class,load] com.sun.org.apache.xerces.internal.xni.parser.XMLComponent source: jrt:/java.xml
[0.340s][info][class,load] com.sun.org.apache.xerces.internal.xni.parser.XMLEntityResolver source: jrt:/java.xml
[0.340s][info][class,load] com.sun.org.apache.xerces.internal.impl.XMLEntityManager source: jrt:/java.xml
[0.341s][info][class,load] java.util.Stack source: jrt:/java.base
[0.341s][info][class,load] com.sun.org.apache.xerces.internal.xni.XMLResourceIdentifier source: jrt:/java.xml
[0.341s][info][class,load] com.sun.org.apache.xerces.internal.util.XMLResourceIdentifierImpl source: jrt:/java.xml
[0.341s][info][class,load] com.sun.org.apache.xerces.internal.xni.Augmentations source: jrt:/java.xml
[0.341s][info][class,load] com.sun.org.apache.xerces.internal.util.AugmentationsImpl source: jrt:/java.xml
[0.341s][info][class,load] com.sun.org.apache.xerces.internal.util.AugmentationsImpl$AugmentationsItemsContainer source: jrt:/java.xml
[0.342s][info][class,load] com.sun.org.apache.xerces.internal.util.AugmentationsImpl$SmallContainer source: jrt:/java.xml
[0.342s][info][class,load] com.sun.org.apache.xerces.internal.impl.XMLEntityManager$CharacterBufferPool source: jrt:/java.xml
[0.342s][info][class,load] com.sun.org.apache.xerces.internal.impl.XMLEntityManager$CharacterBuffer source: jrt:/java.xml
[0.342s][info][class,load] com.sun.org.apache.xerces.internal.utils.XMLSecurityManager source: jrt:/java.xml
[0.342s][info][class,load] com.sun.org.apache.xerces.internal.utils.XMLSecurityManager$Limit source: jrt:/java.xml
[0.342s][info][class,load] com.sun.org.apache.xerces.internal.utils.XMLSecurityManager$State source: jrt:/java.xml
[0.343s][info][class,load] com.sun.org.apache.xerces.internal.utils.XMLSecurityManager$NameMap source: jrt:/java.xml
[0.343s][info][class,load] com.sun.xml.internal.stream.XMLEntityStorage source: jrt:/java.xml
[0.343s][info][class,load] com.sun.org.apache.xerces.internal.xni.XMLLocator source: jrt:/java.xml
[0.344s][info][class,load] com.sun.org.apache.xerces.internal.impl.XMLEntityScanner source: jrt:/java.xml
[0.344s][info][class,load] java.io.EOFException source: jrt:/java.base
[0.344s][info][class,load] com.sun.org.apache.xerces.internal.impl.XMLEntityScanner$1 source: jrt:/java.xml
[0.344s][info][class,load] com.sun.org.apache.xerces.internal.impl.XMLErrorReporter source: jrt:/java.xml
[0.345s][info][class,load] com.sun.org.apache.xerces.internal.xni.parser.XMLDocumentSource source: jrt:/java.xml
[0.345s][info][class,load] com.sun.org.apache.xerces.internal.xni.parser.XMLDocumentScanner source: jrt:/java.xml
[0.345s][info][class,load] com.sun.org.apache.xerces.internal.impl.XMLEntityHandler source: jrt:/java.xml
[0.345s][info][class,load] com.sun.xml.internal.stream.XMLBufferListener source: jrt:/java.xml
[0.346s][info][class,load] com.sun.org.apache.xerces.internal.impl.XMLScanner source: jrt:/java.xml
[0.346s][info][class,load] com.sun.org.apache.xerces.internal.impl.XMLDocumentFragmentScannerImpl source: jrt:/java.xml
[0.346s][info][class,load] com.sun.org.apache.xerces.internal.impl.XMLDocumentScannerImpl source: jrt:/java.xml
[0.346s][info][class,load] com.sun.org.apache.xerces.internal.impl.XMLNSDocumentScannerImpl source: jrt:/java.xml
[0.346s][info][class,load] com.sun.org.apache.xerces.internal.xni.XMLString source: jrt:/java.xml
[0.346s][info][class,load] com.sun.org.apache.xerces.internal.util.XMLStringBuffer source: jrt:/java.xml
[0.347s][info][class,load] com.sun.org.apache.xerces.internal.impl.XMLDocumentFragmentScannerImpl$ElementStack source: jrt:/java.xml
[0.347s][info][class,load] com.sun.org.apache.xerces.internal.xni.QName source: jrt:/java.xml
[0.347s][info][class,load] com.sun.org.apache.xerces.internal.impl.XMLDocumentFragmentScannerImpl$ElementStack2 source: jrt:/java.xml
[0.347s][info][class,load] com.sun.org.apache.xerces.internal.impl.XMLDocumentFragmentScannerImpl$Driver source: jrt:/java.xml
[0.347s][info][class,load] com.sun.org.apache.xerces.internal.impl.XMLDocumentFragmentScannerImpl$FragmentContentDriver source: jrt:/java.xml
[0.347s][info][class,load] com.sun.org.apache.xerces.internal.impl.XMLDocumentScannerImpl$ContentDriver source: jrt:/java.xml
[0.347s][info][class,load] com.sun.org.apache.xerces.internal.impl.XMLNSDocumentScannerImpl$NSContentDriver source: jrt:/java.xml
[0.348s][info][class,load] com.sun.org.apache.xerces.internal.xni.XMLAttributes source: jrt:/java.xml
[0.348s][info][class,load] com.sun.org.apache.xerces.internal.util.XMLAttributesImpl source: jrt:/java.xml
[0.348s][info][class,load] com.sun.org.apache.xerces.internal.util.XMLAttributesIteratorImpl source: jrt:/java.xml
[0.348s][info][class,load] com.sun.org.apache.xerces.internal.util.XMLAttributesImpl$Attribute source: jrt:/java.xml
[0.348s][info][class,load] com.sun.org.apache.xerces.internal.xni.NamespaceContext source: jrt:/java.xml
[0.348s][info][class,load] com.sun.org.apache.xerces.internal.util.NamespaceSupport source: jrt:/java.xml
[0.348s][info][class,load] com.sun.org.apache.xerces.internal.impl.XMLDocumentScannerImpl$XMLDeclDriver source: jrt:/java.xml
[0.348s][info][class,load] com.sun.org.apache.xerces.internal.impl.XMLDocumentScannerImpl$PrologDriver source: jrt:/java.xml
[0.349s][info][class,load] com.sun.org.apache.xerces.internal.impl.XMLDocumentScannerImpl$TrailingMiscDriver source: jrt:/java.xml
[0.349s][info][class,load] com.sun.org.apache.xerces.internal.xni.grammars.XMLGrammarDescription source: jrt:/java.xml
[0.349s][info][class,load] com.sun.org.apache.xerces.internal.xni.grammars.XMLDTDDescription source: jrt:/java.xml
[0.349s][info][class,load] com.sun.org.apache.xerces.internal.impl.dtd.XMLDTDDescription source: jrt:/java.xml
[0.349s][info][class,load] com.sun.org.apache.xerces.internal.xni.parser.XMLDTDSource source: jrt:/java.xml
[0.349s][info][class,load] com.sun.org.apache.xerces.internal.xni.parser.XMLDTDContentModelSource source: jrt:/java.xml
[0.349s][info][class,load] com.sun.org.apache.xerces.internal.xni.parser.XMLDTDScanner source: jrt:/java.xml
[0.349s][info][class,load] com.sun.org.apache.xerces.internal.impl.XMLDTDScannerImpl source: jrt:/java.xml
[0.350s][info][class,load] com.sun.org.apache.xerces.internal.xni.parser.XMLDTDFilter source: jrt:/java.xml
[0.350s][info][class,load] com.sun.org.apache.xerces.internal.xni.parser.XMLDTDContentModelFilter source: jrt:/java.xml
[0.350s][info][class,load] com.sun.org.apache.xerces.internal.impl.dtd.XMLDTDProcessor source: jrt:/java.xml
[0.350s][info][class,load] com.sun.org.apache.xerces.internal.impl.dtd.XMLEntityDecl source: jrt:/java.xml
[0.351s][info][class,load] com.sun.org.apache.xerces.internal.xni.parser.XMLDocumentFilter source: jrt:/java.xml
[0.351s][info][class,load] com.sun.org.apache.xerces.internal.impl.dtd.XMLDTDValidatorFilter source: jrt:/java.xml
[0.351s][info][class,load] com.sun.org.apache.xerces.internal.impl.RevalidationHandler source: jrt:/java.xml
[0.351s][info][class,load] com.sun.org.apache.xerces.internal.impl.dtd.XMLDTDValidator source: jrt:/java.xml
[0.351s][info][class,load] com.sun.org.apache.xerces.internal.impl.dtd.XMLNSDTDValidator source: jrt:/java.xml
[0.352s][info][class,load] com.sun.org.apache.xerces.internal.impl.dv.ValidationContext source: jrt:/java.xml
[0.352s][info][class,load] com.sun.org.apache.xerces.internal.impl.validation.ValidationState source: jrt:/java.xml
[0.352s][info][class,load] com.sun.org.apache.xerces.internal.impl.dtd.XMLElementDecl source: jrt:/java.xml
[0.352s][info][class,load] com.sun.org.apache.xerces.internal.impl.dtd.XMLSimpleType source: jrt:/java.xml
[0.352s][info][class,load] com.sun.org.apache.xerces.internal.impl.dtd.XMLAttributeDecl source: jrt:/java.xml
[0.352s][info][class,load] com.sun.org.apache.xerces.internal.impl.dtd.DTDGrammarBucket source: jrt:/java.xml
[0.352s][info][class,load] com.sun.org.apache.xerces.internal.impl.dv.DTDDVFactory source: jrt:/java.xml
[0.353s][info][class,load] com.sun.org.apache.xerces.internal.impl.dv.dtd.DTDDVFactoryImpl source: jrt:/java.xml
[0.353s][info][class,load] com.sun.org.apache.xerces.internal.impl.dv.DatatypeValidator source: jrt:/java.xml
[0.353s][info][class,load] com.sun.org.apache.xerces.internal.impl.dv.dtd.StringDatatypeValidator source: jrt:/java.xml
[0.353s][info][class,load] com.sun.org.apache.xerces.internal.impl.dv.dtd.IDDatatypeValidator source: jrt:/java.xml
[0.353s][info][class,load] com.sun.org.apache.xerces.internal.impl.dv.dtd.IDREFDatatypeValidator source: jrt:/java.xml
[0.353s][info][class,load] com.sun.org.apache.xerces.internal.impl.dv.dtd.ListDatatypeValidator source: jrt:/java.xml
[0.353s][info][class,load] com.sun.org.apache.xerces.internal.impl.dv.dtd.ENTITYDatatypeValidator source: jrt:/java.xml
[0.353s][info][class,load] com.sun.org.apache.xerces.internal.impl.dv.dtd.NOTATIONDatatypeValidator source: jrt:/java.xml
[0.353s][info][class,load] com.sun.org.apache.xerces.internal.impl.dv.dtd.NMTOKENDatatypeValidator source: jrt:/java.xml
[0.353s][info][class,load] com.sun.org.apache.xerces.internal.impl.validation.ValidationManager source: jrt:/java.xml
[0.354s][info][class,load] com.sun.org.apache.xerces.internal.impl.XMLVersionDetector source: jrt:/java.xml
[0.354s][info][class,load] com.sun.org.apache.xerces.internal.util.MessageFormatter source: jrt:/java.xml
[0.354s][info][class,load] com.sun.org.apache.xerces.internal.impl.msg.XMLMessageFormatter source: jrt:/java.xml
[0.354s][info][class,load] com.sun.org.apache.xerces.internal.util.PropertyState source: jrt:/java.xml
[0.354s][info][class,load] com.sun.org.apache.xerces.internal.util.Status source: jrt:/java.xml
[0.354s][info][class,load] com.sun.org.apache.xerces.internal.util.FeatureState source: jrt:/java.xml
[0.355s][info][class,load] org.xml.sax.DTDHandler source: jrt:/java.xml
[0.355s][info][class,load] org.xml.sax.ContentHandler source: jrt:/java.xml
[0.355s][info][class,load] org.xml.sax.helpers.DefaultHandler source: jrt:/java.xml
[0.355s][info][class,load] com.sun.org.apache.xerces.internal.jaxp.DefaultValidationErrorHandler source: jrt:/java.xml
[0.355s][info][class,load] com.sun.org.apache.xerces.internal.xni.parser.XMLErrorHandler source: jrt:/java.xml
[0.355s][info][class,load] com.sun.org.apache.xerces.internal.util.ErrorHandlerWrapper source: jrt:/java.xml
[0.355s][info][class,load] com.sun.org.apache.xerces.internal.utils.XMLSecurityPropertyManager source: jrt:/java.xml
[0.356s][info][class,load] com.sun.org.apache.xerces.internal.utils.XMLSecurityPropertyManager$State source: jrt:/java.xml
[0.356s][info][class,load] com.sun.org.apache.xerces.internal.utils.XMLSecurityPropertyManager$Property source: jrt:/java.xml
[0.356s][info][class,load] org.apache.log4j.xml.SAXErrorHandler source: file:/D:/13_DEVLOPM/504-EnSup/IT-Master-2-Semestre-1/INJECTION-DEPENDANCE/ANNOTATIONS/dependency-injection-1/target/lib/log4j-1.2.17.jar
[0.357s][info][class,load] org.apache.log4j.xml.Log4jEntityResolver source: file:/D:/13_DEVLOPM/504-EnSup/IT-Master-2-Semestre-1/INJECTION-DEPENDANCE/ANNOTATIONS/dependency-injection-1/target/lib/log4j-1.2.17.jar
[0.357s][info][class,load] org.xml.sax.ext.EntityResolver2 source: jrt:/java.xml
[0.357s][info][class,load] com.sun.org.apache.xerces.internal.util.EntityResolverWrapper source: jrt:/java.xml
[0.357s][info][class,load] com.sun.org.apache.xerces.internal.impl.ExternalSubsetResolver source: jrt:/java.xml
[0.358s][info][class,load] java.net.JarURLConnection source: jrt:/java.base
[0.358s][info][class,load] sun.net.www.protocol.jar.JarURLConnection source: jrt:/java.base
[0.358s][info][class,load] sun.net.www.protocol.jar.URLJarFile$URLJarFileCloseController source: jrt:/java.base
